,Street,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,County,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,count
90,5200 Carol Ave , Fort Worth, TX,76105,32.717973,-97.242677,1,rooftop,5200,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106300,2007,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
91,12841 Pricklybranch Dr , Fort Worth, TX,76244,32.961465,-97.262623,1,rooftop,12841,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,113928,1046,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
92,400 Ralph St 504, Fort Worth, TX,76108,32.764608,-97.454533,1,rooftop,400,Tarrant County,US,Tarrant County,2019,48,48439,White Settlement,4878544,110701,6003,6,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,2
94,444 Ralph St 404, Fort Worth, TX,76108,32.764747,-97.45566,1,range_interpolation,444,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,White Settlement,4878544,110701,6003,6,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
95,442 Ralph St 320, Fort Worth, TX,76108,32.764718,-97.455661,1,range_interpolation,442,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,White Settlement,4878544,110701,6003,6,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,2
97,432 Ralph Street 504, White Settelment, TX,76108,32.76457,-97.455664,1,range_interpolation,432,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,White Settlement,4878544,110701,6003,6,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
98,6100 E Loop 820 S 140, Fort Worth, TX,76119,32.668938,-97.242473,1,rooftop,6100,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106102,1040,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,4
102,5720 Meadowbrook Dr  , Fort Worth, TX,76112,32.745944,-97.231901,1,range_interpolation,5720,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,101301,4008,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,6
104,2120 Handley Dr , Fort Worth, TX,76112,32.747894,-97.217375,1,rooftop,2120,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106503,3007,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,2
105,500 E Loop 820 708, Fort Worth, TX,76112,32.772248,-97.213825,1,rooftop,500,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106515,2019,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,2
111,6000 Boca Raton Blvd  , Fort Worth, TX,76112,32.76694,-97.226399,1,rooftop,6000,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106516,1008,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
112,3200 SAINT JULIET ST , FORT WORTH, TX,76107,32.757564,-97.362588,1,range_interpolation,3200,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,102100,2002,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
113,2800 SEDONA RANCH DR , FORT WORTH, TX,76131,32.855512,-97.318613,1,rooftop,2800,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,105008,1009,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
114,6555 Sheridan Cir  , Fort Worth, TX,76134,32.650438,-97.32509,1,rooftop,6555,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106001,1037,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
115,117 Fort Edward Dr , Arlington, TX,76002,32.609265,-97.116032,1,rooftop,117,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,111550,2053,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
116,2440 Echo Point Dr , Fort Worth, TX,76123,32.632615,-97.356551,1,rooftop,2440,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,111012,3000,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
117,2433 Fort Worth St  201, Grand Prairie, TX,75050,32.743221,-97.040334,1,rooftop,2433,Tarrant County,US,Tarrant County,2019,48,48439,Grand Prairie,4830464,113002,4004,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,3
120,2449 Fort Worth St 209, Grand Prairie, TX,75050,32.743236,-97.041136,1,rooftop,2449,Tarrant County,US,Tarrant County,2019,48,48439,Grand Prairie,4830464,113002,4004,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,2
122,501 Plantation Dr , Arlington, TX,76014,32.691489,-97.105436,1,rooftop,501,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,111525,3001,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
123,107 Peachtree Ct C, Kennedale, TX,76060,32.649391,-97.212912,1,rooftop,107,Tarrant County,US,Tarrant County,2019,48,48439,Kennedale,4838896,111404,3023,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
124,118 Peachtree Ct D, Kennedale, TX,76060,32.650706,-97.212219,1,rooftop,118,Tarrant County,US,Tarrant County,2019,48,48439,Kennedale,4838896,111404,3023,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
125,3705 Wisteria Dr , Fort Worth, TX,76140,32.633826,-97.269501,1,rooftop,3705,Tarrant County,US,Tarrant County,2019,48,48439,Everman,4824912,111202,1016,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
126,8300 Calmont Ave , Fort Worth, TX,76116,32.736081,-97.458746,1,rooftop,8300,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,105201,4011,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,4
127,9208 Los Cabos Trl , Fort Worth, TX,76177,32.908181,-97.324241,1,rooftop,9208,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,113926,3011,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
128,7466 Tiffany Meadows Ln , Fort Worth, TX,76140,32.646395,-97.284283,1,rooftop,7466,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106004,4017,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
129,2830 Ridgecrest Dr  , Fort Worth, TX,76133,32.645789,-97.36369,1,range_interpolation,2830,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,105704,4004,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
130,6732 Glenbrook Ln , Fort Worth, TX,76133,32.645309,-97.361721,1,rooftop,6732,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,105704,4005,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
131,10704 Many Oaks Dr , Fort Worth, TX,76140,32.601384,-97.293318,1,rooftop,10704,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,111203,2000,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
132,4162 N Coral Springs Dr , Fort Worth, TX,76123,32.618483,-97.383069,1,rooftop,4162,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,111011,1021,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
133,150 Afton Rd , Fort Worth, TX,76134,32.64305,-97.32352,1,rooftop,150,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106001,4010,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
134,4705 Stanley Keller Rd , Haltom City, TX,76117,32.823701,-97.281105,1,rooftop,4705,Tarrant County,US,Tarrant County,2019,48,48439,Haltom City,4831928,110204,1043,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
135,210 Nettletree St , Arlington, TX,76018,32.659956,-97.110283,1,rooftop,210,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,111541,1002,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
136,238 Shady Lane Dr , Fort Worth, TX,76112,32.768559,-97.241927,1,rooftop,238,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106515,1008,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
137,7717 Davenport Ave , Fort Worth, TX,76116,32.710957,-97.449639,1,rooftop,7717,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,102302,1027,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
138,517 Mast Ct , Crowley, TX,76036,32.569671,-97.364646,1,rooftop,517,Tarrant County,US,Tarrant County,2019,48,48439,Crowley,4817960,111008,3012,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
139,1416 Oak Grove Rd  Unit, Fort Worth, TX,76134,32.66566,-97.30709,1,rooftop,1416,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106002,2008,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
140,1618 PECAN CHASE CIR 85, ARLINGTON, TX,76012,32.749025,-97.133191,1,rooftop,1618,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,121604,3000,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,3
141,8567 La Plaza Dr , Fort Worth, TX,76108,32.741272,-97.465658,1,range_interpolation,8567,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,White Settlement,4878544,110704,2027,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
142,4005 Crenshaw Ave , Fort Worth, TX,76105,32.718789,-97.265458,1,rooftop,4005,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,103702,2007,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
143,7507 Kings Trl , Fort Worth, TX,76133,32.639936,-97.400221,1,rooftop,7507,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,105510,1008,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
144,6218 Finbro Ct , Fort Worth, TX,76133,32.652502,-97.364217,1,range_interpolation,6218,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,105703,2017,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,5
148,1233 Desiree Ln , Hurst, TX,76053,32.833105,-97.19666,1,rooftop,1233,Tarrant County,US,Tarrant County,2019,48,48439,Hurst,4835576,113403,2046,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,2
149,6726 Glenbrook Ln , Fort Worth, TX,76133,32.645851,-97.361761,1,range_interpolation,6726,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,105704,4005,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
150,103 S Las Vegas Trl , Fort Worth, TX,76108,32.759731,-97.46871,1,range_interpolation,103,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,White Settlement,4878544,110701,5020,5,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
151,6912 Heritage Ln , Fort Worth, TX,76134,32.64424,-97.324555,1,rooftop,6912,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106001,4001,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
152,1201 Rambler Rd , Arlington, TX,76014,32.698571,-97.092491,1,rooftop,1201,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,111522,3012,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
153,6649 S CREEK DR , FORT WORTH, TX,76133,32.64674,-97.359298,1,rooftop,6649,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,105704,2000,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
156,1917 W Sanford St , Arlington, TX,76012,32.743115,-97.139097,1,rooftop,1917,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,121604,3011,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
157,8377 Edgepoint Trl , Hurst, TX,76053,32.806347,-97.197845,1,rooftop,8377,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106510,3002,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
159,4712 Salmon Run Way , Fort Worth, TX,76137,32.882803,-97.285487,1,rooftop,4712,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,113919,3001,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
160,1209 Shady Ln , Bedford, TX,76021,32.844755,-97.150162,1,rooftop,1209,Tarrant County,US,Tarrant County,2019,48,48439,Bedford,4807132,113630,2005,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
161,3117 Valley Forge Trl , Forest Hill, TX,76140,32.653451,-97.278272,1,rooftop,3117,Tarrant County,US,Tarrant County,2019,48,48439,Forest Hill,4826544,111102,2019,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
162,532 Anchor Way , Crowley, TX,76036,32.571886,-97.370592,1,rooftop,532,Tarrant County,US,Tarrant County,2019,48,48439,Crowley,4817960,111008,3019,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
163,3153 Broadmoor Dr , Fort Worth, TX,76116,32.728108,-97.453867,1,range_interpolation,3153,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,105201,1008,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
164,4325 Kyleigh Dr , Fort Worth, TX,76123,32.609203,-97.387527,1,rooftop,4325,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,111011,2049,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
165,6129 Sundown Dr  , Fort Worth, TX,76114,32.770948,-97.414197,1,rooftop,6129,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,100602,1012,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
166,4112 Eastover Ave  , Fort Worth, TX,76119,32.70297,-97.261213,1,rooftop,4112,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106201,4005,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
167,6412 Cathy Dr , Watauga, TX,76148,32.8632,-97.253106,1,rooftop,6412,Tarrant County,US,Tarrant County,2019,48,48439,Watauga,4876672,113809,3010,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
168,8912 Arcadia Park Dr , Fort Worth, TX,76244,32.902016,-97.300889,1,rooftop,8912,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,113922,2000,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
169,6120 Kary Lynn S Dr , Watauga, TX,76148,32.875163,-97.249073,0.9,rooftop,6120,Tarrant County,US,Tarrant County,2019,48,48439,Watauga,4876672,113808,2014,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
170,3005 Galemeadow Dr , Fort Worth, TX,76123,32.630483,-97.365354,1,rooftop,3005,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,111012,2015,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
171,7528 Tiffany Meadows Ln , Fort Worth, TX,76140,32.644979,-97.284758,1,rooftop,7528,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106004,4004,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
172,4749 FOREST WOOD DR , Forest Hill, TX,76119,32.666952,-97.25387,1,rooftop,4749,Tarrant County,US,Tarrant County,2019,48,48439,Forest Hill,4826544,111103,1007,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
173,5911 MYERS RD , ARLINGTON, TX,76017,32.649808,-97.182893,1,rooftop,5911,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,111534,2020,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
174,6705 Greenfield Dr  , Arlington, TX,76016,32.67372,-97.214614,1,rooftop,6705,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,121611,4011,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
175,101 N Bugle Dr , Fort Worth, TX,76108,32.759547,-97.497331,1,rooftop,101,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,114207,3032,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
176,3315 Desert Sage , Grand Prairie, TX,75052,32.690384,-97.038857,1,rooftop,3315,Tarrant County,US,Tarrant County,2019,48,48439,Grand Prairie,4830464,111537,1005,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
177,2335 Brisbane Dr , Arlington, TX,76018,32.649222,-97.066727,1,rooftop,2335,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,111513,1032,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
178,7461 Tiffany Meadows Ln , Fort Worth, TX,76140,32.646535,-97.283728,1,rooftop,7461,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106004,4001,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
